name k time
../data/synthetic/polytime_cost/all_n/random_split_120_5_k10.txt 8.0 1181
../data/synthetic/polytime_cost/all_n/random_split_80_8_k30.txt 19.0 918
../data/synthetic/polytime_cost/all_n/random_split_140_3_k10.txt 5.0 1750
../data/synthetic/polytime_cost/all_n/random_split_30_1_k10.txt 6.0 149
../data/synthetic/polytime_cost/all_n/random_split_70_5_k80.txt 53.0 1036
../data/synthetic/polytime_cost/all_n/random_split_90_1_k70.txt 38.0 930
../data/synthetic/polytime_cost/all_n/random_split_30_3_k10.txt 6.0 153
../data/synthetic/polytime_cost/all_n/random_split_40_3_k90.txt 36.0 269
../data/synthetic/polytime_cost/all_n/random_split_80_3_k10.txt 5.0 1340
../data/synthetic/polytime_cost/all_n/random_split_60_7_k100.txt 64.0 992
../data/synthetic/polytime_cost/all_n/random_split_140_6_k20.txt 14.0 2105
../data/synthetic/polytime_cost/all_n/random_split_60_3_k80.txt 52.0 869
../data/synthetic/polytime_cost/all_n/random_split_20_3_k30.txt 13.0 70
../data/synthetic/polytime_cost/all_n/random_split_150_6_k80.txt 63.0 1505
../data/synthetic/polytime_cost/all_n/random_split_190_7_k90.txt 54.0 3256
../data/synthetic/polytime_cost/all_n/random_split_50_6_k10.txt 6.0 382
../data/synthetic/polytime_cost/all_n/random_split_190_4_k70.txt 41.0 2982
../data/synthetic/polytime_cost/all_n/random_split_80_7_k20.txt 13.0 956
../data/synthetic/polytime_cost/all_n/random_split_20_5_k70.txt 27.0 84
../data/synthetic/polytime_cost/all_n/random_split_100_6_k40.txt 30.0 1309
../data/synthetic/polytime_cost/all_n/random_split_90_6_k90.txt 64.0 1058
../data/synthetic/polytime_cost/all_n/random_split_200_2_k50.txt 25.0 2470
../data/synthetic/polytime_cost/all_n/random_split_140_6_k60.txt 48.0 1765
../data/synthetic/polytime_cost/all_n/random_split_160_1_k20.txt 10.0 2216
../data/synthetic/polytime_cost/all_n/random_split_70_5_k10.txt 10.0 939
../data/synthetic/polytime_cost/all_n/random_split_120_8_k40.txt 24.0 1406
../data/synthetic/polytime_cost/all_n/random_split_180_2_k40.txt 28.0 2279
../data/synthetic/polytime_cost/all_n/random_split_100_3_k100.txt 63.0 1346
../data/synthetic/polytime_cost/all_n/random_split_140_3_k60.txt 31.0 1930
../data/synthetic/polytime_cost/all_n/random_split_10_8_k30.txt 7.0 48
../data/synthetic/polytime_cost/all_n/random_split_100_2_k60.txt 34.0 1293
../data/synthetic/polytime_cost/all_n/random_split_100_6_k80.txt 53.0 1336
../data/synthetic/polytime_cost/all_n/random_split_10_7_k70.txt 9.0 58
../data/synthetic/polytime_cost/all_n/random_split_80_1_k90.txt 45.0 1099
../data/synthetic/polytime_cost/all_n/random_split_130_4_k100.txt 58.0 2091
../data/synthetic/polytime_cost/all_n/random_split_10_7_k100.txt 13.0 63
../data/synthetic/polytime_cost/all_n/random_split_80_1_k40.txt 23.0 1106
../data/synthetic/polytime_cost/all_n/random_split_110_6_k40.txt 38.0 1513
../data/synthetic/polytime_cost/all_n/random_split_40_2_k20.txt 10.0 277
../data/synthetic/polytime_cost/all_n/random_split_80_8_k10.txt 4.0 931
../data/synthetic/polytime_cost/all_n/random_split_30_4_k90.txt 30.0 170
../data/synthetic/polytime_cost/all_n/random_split_170_5_k10.txt 9.0 1800
../data/synthetic/polytime_cost/all_n/random_split_90_2_k40.txt 28.0 1218
../data/synthetic/polytime_cost/all_n/random_split_70_3_k100.txt 48.0 1227
../data/synthetic/polytime_cost/all_n/random_split_100_5_k40.txt 25.0 1314
../data/synthetic/polytime_cost/all_n/random_split_80_7_k30.txt 24.0 798
../data/synthetic/polytime_cost/all_n/random_split_200_3_k60.txt 36.0 2668
../data/synthetic/polytime_cost/all_n/random_split_60_5_k50.txt 41.0 872
../data/synthetic/polytime_cost/all_n/random_split_50_1_k70.txt 34.0 567
../data/synthetic/polytime_cost/all_n/random_split_170_4_k30.txt 21.0 2163
../data/synthetic/polytime_cost/all_n/random_split_190_3_k90.txt 55.0 2954
../data/synthetic/polytime_cost/all_n/random_split_20_4_k70.txt 13.0 72
../data/synthetic/polytime_cost/all_n/random_split_160_5_k40.txt 28.0 2317
../data/synthetic/polytime_cost/all_n/random_split_90_4_k10.txt 7.0 1435
../data/synthetic/polytime_cost/all_n/random_split_10_7_k10.txt 5.0 54
../data/synthetic/polytime_cost/all_n/random_split_40_6_k80.txt 58.0 253
../data/synthetic/polytime_cost/all_n/random_split_140_3_k90.txt 49.0 2112
../data/synthetic/polytime_cost/all_n/random_split_180_2_k90.txt 54.0 2575
../data/synthetic/polytime_cost/all_n/random_split_100_7_k40.txt 31.0 1189
../data/synthetic/polytime_cost/all_n/random_split_100_2_k70.txt 40.0 1656
../data/synthetic/polytime_cost/all_n/random_split_190_2_k40.txt 18.0 2820
../data/synthetic/polytime_cost/all_n/random_split_30_6_k10.txt 4.0 142
../data/synthetic/polytime_cost/all_n/random_split_80_5_k70.txt 49.0 1267
../data/synthetic/polytime_cost/all_n/random_split_40_8_k10.txt 6.0 220
../data/synthetic/polytime_cost/all_n/random_split_90_2_k70.txt 34.0 1018
../data/synthetic/polytime_cost/all_n/random_split_110_8_k70.txt 43.0 1615
../data/synthetic/polytime_cost/all_n/random_split_140_5_k40.txt 30.0 1769
../data/synthetic/polytime_cost/all_n/random_split_160_3_k100.txt 55.0 2064
../data/synthetic/polytime_cost/all_n/random_split_60_7_k90.txt 60.0 818
../data/synthetic/polytime_cost/all_n/random_split_90_8_k10.txt 6.0 1094
../data/synthetic/polytime_cost/all_n/random_split_10_2_k40.txt 4.0 48
../data/synthetic/polytime_cost/all_n/random_split_130_1_k100.txt 61.0 1631
../data/synthetic/polytime_cost/all_n/random_split_30_6_k60.txt 31.0 152
../data/synthetic/polytime_cost/all_n/random_split_70_3_k30.txt 13.0 925
../data/synthetic/polytime_cost/all_n/random_split_60_2_k40.txt 21.0 707
../data/synthetic/polytime_cost/all_n/random_split_150_7_k70.txt 44.0 1642
../data/synthetic/polytime_cost/all_n/random_split_120_5_k90.txt 57.0 1528
../data/synthetic/polytime_cost/all_n/random_split_30_4_k20.txt 14.0 155
../data/synthetic/polytime_cost/all_n/random_split_40_7_k20.txt 15.0 283
../data/synthetic/polytime_cost/all_n/random_split_100_4_k40.txt 23.0 1593
../data/synthetic/polytime_cost/all_n/random_split_120_6_k40.txt 31.0 1651
../data/synthetic/polytime_cost/all_n/random_split_100_3_k80.txt 47.0 1619
../data/synthetic/polytime_cost/all_n/random_split_190_3_k10.txt 8.0 2355
../data/synthetic/polytime_cost/all_n/random_split_20_8_k60.txt 29.0 78
../data/synthetic/polytime_cost/all_n/random_split_80_1_k20.txt 11.0 1285
../data/synthetic/polytime_cost/all_n/random_split_80_1_k100.txt 45.0 1026
../data/synthetic/polytime_cost/all_n/random_split_80_5_k40.txt 27.0 1266
../data/synthetic/polytime_cost/all_n/random_split_30_1_k90.txt 28.0 155
../data/synthetic/polytime_cost/all_n/random_split_50_6_k60.txt 37.0 480
../data/synthetic/polytime_cost/all_n/random_split_10_3_k70.txt 9.0 54
../data/synthetic/polytime_cost/all_n/random_split_50_1_k50.txt 31.0 367
../data/synthetic/polytime_cost/all_n/random_split_40_4_k80.txt 35.0 269
../data/synthetic/polytime_cost/all_n/random_split_90_5_k30.txt 21.0 928
../data/synthetic/polytime_cost/all_n/random_split_70_6_k20.txt 12.0 914
../data/synthetic/polytime_cost/all_n/random_split_50_8_k80.txt 47.0 455
../data/synthetic/polytime_cost/all_n/random_split_160_2_k10.txt 8.0 2179
../data/synthetic/polytime_cost/all_n/random_split_40_8_k90.txt 53.0 245
../data/synthetic/polytime_cost/all_n/random_split_10_8_k50.txt 10.0 61
../data/synthetic/polytime_cost/all_n/random_split_20_6_k50.txt 18.0 79
../data/synthetic/polytime_cost/all_n/random_split_160_2_k70.txt 49.0 1804
../data/synthetic/polytime_cost/all_n/random_split_180_8_k100.txt 64.0 2385
../data/synthetic/polytime_cost/all_n/random_split_150_7_k80.txt 46.0 2065
../data/synthetic/polytime_cost/all_n/random_split_200_3_k50.txt 28.0 2920
../data/synthetic/polytime_cost/all_n/random_split_90_5_k70.txt 47.0 1460
../data/synthetic/polytime_cost/all_n/random_split_160_3_k50.txt 28.0 2230
../data/synthetic/polytime_cost/all_n/random_split_170_6_k10.txt 7.0 2061
../data/synthetic/polytime_cost/all_n/random_split_130_4_k70.txt 43.0 1783
../data/synthetic/polytime_cost/all_n/random_split_30_3_k90.txt 33.0 186
../data/synthetic/polytime_cost/all_n/random_split_40_7_k30.txt 20.0 302
../data/synthetic/polytime_cost/all_n/random_split_170_8_k60.txt 39.0 2480
../data/synthetic/polytime_cost/all_n/random_split_10_3_k50.txt 5.0 46
../data/synthetic/polytime_cost/all_n/random_split_190_8_k90.txt 59.0 2730
../data/synthetic/polytime_cost/all_n/random_split_60_6_k30.txt 26.0 991
../data/synthetic/polytime_cost/all_n/random_split_160_8_k70.txt 40.0 1778
../data/synthetic/polytime_cost/all_n/random_split_170_7_k60.txt 40.0 2493
../data/synthetic/polytime_cost/all_n/random_split_60_4_k40.txt 17.0 700
../data/synthetic/polytime_cost/all_n/random_split_30_7_k100.txt 46.0 137
../data/synthetic/polytime_cost/all_n/random_split_110_3_k90.txt 54.0 1402
../data/synthetic/polytime_cost/all_n/random_split_130_2_k90.txt 37.0 1399
../data/synthetic/polytime_cost/all_n/random_split_160_3_k80.txt 44.0 2418
../data/synthetic/polytime_cost/all_n/random_split_150_5_k70.txt 55.0 2125
../data/synthetic/polytime_cost/all_n/random_split_110_4_k100.txt 51.0 1702
../data/synthetic/polytime_cost/all_n/random_split_200_4_k20.txt 12.0 2362
../data/synthetic/polytime_cost/all_n/random_split_150_5_k40.txt 29.0 2261
../data/synthetic/polytime_cost/all_n/random_split_150_1_k40.txt 24.0 2356
../data/synthetic/polytime_cost/all_n/random_split_20_5_k60.txt 22.0 75
../data/synthetic/polytime_cost/all_n/random_split_150_8_k40.txt 25.0 2115
../data/synthetic/polytime_cost/all_n/random_split_170_2_k70.txt 52.0 2402
../data/synthetic/polytime_cost/all_n/random_split_30_1_k80.txt 22.0 178
../data/synthetic/polytime_cost/all_n/random_split_190_8_k10.txt 7.0 2902
../data/synthetic/polytime_cost/all_n/random_split_180_7_k40.txt 31.0 2316
../data/synthetic/polytime_cost/all_n/random_split_120_1_k30.txt 19.0 1598
../data/synthetic/polytime_cost/all_n/random_split_70_3_k60.txt 35.0 805
../data/synthetic/polytime_cost/all_n/random_split_60_8_k50.txt 29.0 744
../data/synthetic/polytime_cost/all_n/random_split_20_3_k60.txt 19.0 78
../data/synthetic/polytime_cost/all_n/random_split_200_6_k20.txt 16.0 2565
../data/synthetic/polytime_cost/all_n/random_split_50_8_k90.txt 50.0 476
../data/synthetic/polytime_cost/all_n/random_split_160_1_k100.txt 67.0 2194
../data/synthetic/polytime_cost/all_n/random_split_50_1_k80.txt 52.0 436
../data/synthetic/polytime_cost/all_n/random_split_70_1_k10.txt 6.0 838
../data/synthetic/polytime_cost/all_n/random_split_170_8_k80.txt 60.0 2218
../data/synthetic/polytime_cost/all_n/random_split_50_7_k40.txt 26.0 531
../data/synthetic/polytime_cost/all_n/random_split_10_1_k30.txt 6.0 33
../data/synthetic/polytime_cost/all_n/random_split_160_4_k60.txt 36.0 1744
../data/synthetic/polytime_cost/all_n/random_split_100_7_k70.txt 53.0 1457
../data/synthetic/polytime_cost/all_n/random_split_120_3_k100.txt 53.0 1621
../data/synthetic/polytime_cost/all_n/random_split_40_1_k80.txt 29.0 309
../data/synthetic/polytime_cost/all_n/random_split_180_2_k100.txt 55.0 2497
../data/synthetic/polytime_cost/all_n/random_split_20_1_k70.txt 15.0 86
../data/synthetic/polytime_cost/all_n/random_split_190_5_k90.txt 64.0 2604
../data/synthetic/polytime_cost/all_n/random_split_90_3_k50.txt 29.0 1017
../data/synthetic/polytime_cost/all_n/random_split_10_3_k100.txt 7.0 44
../data/synthetic/polytime_cost/all_n/random_split_180_3_k80.txt 53.0 1950
../data/synthetic/polytime_cost/all_n/random_split_70_8_k30.txt 21.0 988
../data/synthetic/polytime_cost/all_n/random_split_180_6_k40.txt 32.0 2723
../data/synthetic/polytime_cost/all_n/random_split_190_1_k100.txt 64.0 3256
../data/synthetic/polytime_cost/all_n/random_split_50_6_k70.txt 54.0 489
../data/synthetic/polytime_cost/all_n/random_split_170_8_k100.txt 63.0 2074
../data/synthetic/polytime_cost/all_n/random_split_190_6_k90.txt 55.0 3106
../data/synthetic/polytime_cost/all_n/random_split_10_5_k50.txt 9.0 47
../data/synthetic/polytime_cost/all_n/random_split_20_3_k50.txt 15.0 88
../data/synthetic/polytime_cost/all_n/random_split_170_8_k30.txt 18.0 2642
../data/synthetic/polytime_cost/all_n/random_split_200_4_k70.txt 43.0 3014
../data/synthetic/polytime_cost/all_n/random_split_190_4_k60.txt 28.0 1983
../data/synthetic/polytime_cost/all_n/random_split_110_1_k20.txt 13.0 1540
../data/synthetic/polytime_cost/all_n/random_split_110_3_k100.txt 45.0 1504
../data/synthetic/polytime_cost/all_n/random_split_30_5_k30.txt 21.0 135
../data/synthetic/polytime_cost/all_n/random_split_200_5_k60.txt 49.0 2758
../data/synthetic/polytime_cost/all_n/random_split_60_8_k30.txt 23.0 794
../data/synthetic/polytime_cost/all_n/random_split_40_2_k40.txt 20.0 270
../data/synthetic/polytime_cost/all_n/random_split_30_3_k70.txt 31.0 193
../data/synthetic/polytime_cost/all_n/random_split_100_3_k50.txt 30.0 1189
../data/synthetic/polytime_cost/all_n/random_split_10_7_k60.txt 9.0 48
../data/synthetic/polytime_cost/all_n/random_split_110_6_k70.txt 48.0 1376
../data/synthetic/polytime_cost/all_n/random_split_80_4_k90.txt 41.0 1236
../data/synthetic/polytime_cost/all_n/random_split_120_3_k20.txt 10.0 1358
../data/synthetic/polytime_cost/all_n/random_split_160_6_k80.txt 56.0 2065
../data/synthetic/polytime_cost/all_n/random_split_100_4_k20.txt 13.0 1379
../data/synthetic/polytime_cost/all_n/random_split_40_7_k100.txt 59.0 293
../data/synthetic/polytime_cost/all_n/random_split_110_8_k90.txt 56.0 1626
../data/synthetic/polytime_cost/all_n/random_split_60_6_k40.txt 31.0 807
../data/synthetic/polytime_cost/all_n/random_split_30_4_k80.txt 30.0 131
../data/synthetic/polytime_cost/all_n/random_split_190_2_k90.txt 57.0 2447
../data/synthetic/polytime_cost/all_n/random_split_120_1_k10.txt 6.0 1506
../data/synthetic/polytime_cost/all_n/random_split_170_8_k70.txt 50.0 1960
../data/synthetic/polytime_cost/all_n/random_split_170_1_k70.txt 46.0 2261
../data/synthetic/polytime_cost/all_n/random_split_80_2_k20.txt 11.0 1266
../data/synthetic/polytime_cost/all_n/random_split_50_1_k20.txt 11.0 523
../data/synthetic/polytime_cost/all_n/random_split_150_5_k20.txt 14.0 1638
../data/synthetic/polytime_cost/all_n/random_split_120_4_k50.txt 21.0 1951
../data/synthetic/polytime_cost/all_n/random_split_10_2_k100.txt 2.0 35
../data/synthetic/polytime_cost/all_n/random_split_190_7_k20.txt 16.0 2463
../data/synthetic/polytime_cost/all_n/random_split_130_4_k10.txt 1.0 1414
../data/synthetic/polytime_cost/all_n/random_split_190_5_k20.txt 10.0 3232
../data/synthetic/polytime_cost/all_n/random_split_190_5_k40.txt 27.0 2676
../data/synthetic/polytime_cost/all_n/random_split_170_5_k100.txt 70.0 2553
../data/synthetic/polytime_cost/all_n/random_split_100_6_k70.txt 55.0 1322
../data/synthetic/polytime_cost/all_n/random_split_200_8_k90.txt 69.0 3122
../data/synthetic/polytime_cost/all_n/random_split_30_8_k40.txt 25.0 102
../data/synthetic/polytime_cost/all_n/random_split_170_5_k40.txt 27.0 2333
../data/synthetic/polytime_cost/all_n/random_split_110_2_k50.txt 31.0 1812
../data/synthetic/polytime_cost/all_n/random_split_150_4_k70.txt 30.0 1958
../data/synthetic/polytime_cost/all_n/random_split_80_8_k50.txt 34.0 1175
../data/synthetic/polytime_cost/all_n/random_split_70_7_k20.txt 14.0 1049
../data/synthetic/polytime_cost/all_n/random_split_80_8_k70.txt 47.0 1283
../data/synthetic/polytime_cost/all_n/random_split_160_7_k10.txt 8.0 2126
../data/synthetic/polytime_cost/all_n/random_split_200_3_k90.txt 47.0 2677
../data/synthetic/polytime_cost/all_n/random_split_150_1_k90.txt 54.0 1844
../data/synthetic/polytime_cost/all_n/random_split_60_2_k70.txt 36.0 658
../data/synthetic/polytime_cost/all_n/random_split_60_5_k60.txt 43.0 751
../data/synthetic/polytime_cost/all_n/random_split_70_7_k40.txt 23.0 1042
../data/synthetic/polytime_cost/all_n/random_split_30_4_k30.txt 14.0 159
../data/synthetic/polytime_cost/all_n/random_split_50_4_k20.txt 11.0 403
../data/synthetic/polytime_cost/all_n/random_split_160_6_k10.txt 6.0 1585
../data/synthetic/polytime_cost/all_n/random_split_140_1_k70.txt 38.0 2375
../data/synthetic/polytime_cost/all_n/random_split_130_5_k80.txt 67.0 1391
../data/synthetic/polytime_cost/all_n/random_split_190_4_k20.txt 15.0 2597
../data/synthetic/polytime_cost/all_n/random_split_150_8_k90.txt 57.0 1659
../data/synthetic/polytime_cost/all_n/random_split_170_7_k70.txt 47.0 2806
../data/synthetic/polytime_cost/all_n/random_split_10_7_k90.txt 9.0 40
../data/synthetic/polytime_cost/all_n/random_split_20_1_k90.txt 19.0 63
../data/synthetic/polytime_cost/all_n/random_split_20_2_k80.txt 15.0 79
../data/synthetic/polytime_cost/all_n/random_split_60_8_k20.txt 9.0 642
../data/synthetic/polytime_cost/all_n/random_split_70_6_k60.txt 43.0 1195
../data/synthetic/polytime_cost/all_n/random_split_130_4_k50.txt 31.0 1951
../data/synthetic/polytime_cost/all_n/random_split_190_6_k80.txt 58.0 2707
../data/synthetic/polytime_cost/all_n/random_split_50_2_k20.txt 12.0 460
../data/synthetic/polytime_cost/all_n/random_split_20_3_k100.txt 23.0 93
../data/synthetic/polytime_cost/all_n/random_split_180_8_k70.txt 49.0 2201
../data/synthetic/polytime_cost/all_n/random_split_180_7_k80.txt 53.0 2797
../data/synthetic/polytime_cost/all_n/random_split_180_3_k90.txt 49.0 2081
../data/synthetic/polytime_cost/all_n/random_split_130_5_k30.txt 28.0 1499
../data/synthetic/polytime_cost/all_n/random_split_180_4_k20.txt 12.0 2189
../data/synthetic/polytime_cost/all_n/random_split_120_6_k80.txt 56.0 1403
../data/synthetic/polytime_cost/all_n/random_split_140_6_k80.txt 58.0 2017
../data/synthetic/polytime_cost/all_n/random_split_90_7_k30.txt 21.0 1285
../data/synthetic/polytime_cost/all_n/random_split_120_1_k20.txt 12.0 1604
../data/synthetic/polytime_cost/all_n/random_split_90_3_k100.txt 68.0 1142
../data/synthetic/polytime_cost/all_n/random_split_60_5_k30.txt 18.0 826
../data/synthetic/polytime_cost/all_n/random_split_200_5_k70.txt 50.0 2651
../data/synthetic/polytime_cost/all_n/random_split_80_4_k10.txt 6.0 1013
../data/synthetic/polytime_cost/all_n/random_split_80_5_k50.txt 37.0 1284
../data/synthetic/polytime_cost/all_n/random_split_70_4_k40.txt 19.0 934
../data/synthetic/polytime_cost/all_n/random_split_80_8_k40.txt 28.0 1294
../data/synthetic/polytime_cost/all_n/random_split_130_6_k30.txt 25.0 1394
../data/synthetic/polytime_cost/all_n/random_split_200_1_k10.txt 6.0 2907
../data/synthetic/polytime_cost/all_n/random_split_10_1_k40.txt 3.0 49
../data/synthetic/polytime_cost/all_n/random_split_40_1_k70.txt 29.0 261
../data/synthetic/polytime_cost/all_n/random_split_110_7_k90.txt 60.0 1529
../data/synthetic/polytime_cost/all_n/random_split_160_2_k30.txt 20.0 2486
../data/synthetic/polytime_cost/all_n/random_split_30_4_k70.txt 22.0 147
../data/synthetic/polytime_cost/all_n/random_split_190_1_k90.txt 61.0 3257
../data/synthetic/polytime_cost/all_n/random_split_180_2_k70.txt 39.0 2829
../data/synthetic/polytime_cost/all_n/random_split_10_4_k90.txt 6.0 39
../data/synthetic/polytime_cost/all_n/random_split_10_1_k90.txt 3.0 40
../data/synthetic/polytime_cost/all_n/random_split_30_1_k30.txt 12.0 114
../data/synthetic/polytime_cost/all_n/random_split_150_2_k50.txt 31.0 1913
../data/synthetic/polytime_cost/all_n/random_split_200_5_k90.txt 64.0 2559
../data/synthetic/polytime_cost/all_n/random_split_60_7_k10.txt 8.0 1019
../data/synthetic/polytime_cost/all_n/random_split_150_1_k30.txt 17.0 2008
../data/synthetic/polytime_cost/all_n/random_split_70_3_k10.txt 5.0 1039
../data/synthetic/polytime_cost/all_n/random_split_150_3_k80.txt 43.0 1972
../data/synthetic/polytime_cost/all_n/random_split_100_5_k30.txt 26.0 1155
../data/synthetic/polytime_cost/all_n/random_split_130_6_k70.txt 45.0 1283
../data/synthetic/polytime_cost/all_n/random_split_120_7_k30.txt 16.0 1636
../data/synthetic/polytime_cost/all_n/random_split_100_4_k90.txt 51.0 1228
../data/synthetic/polytime_cost/all_n/random_split_190_2_k100.txt 65.0 2763
../data/synthetic/polytime_cost/all_n/random_split_60_7_k80.txt 56.0 663
../data/synthetic/polytime_cost/all_n/random_split_200_5_k80.txt 59.0 2704
../data/synthetic/polytime_cost/all_n/random_split_180_4_k70.txt 36.0 2426
../data/synthetic/polytime_cost/all_n/random_split_30_3_k80.txt 32.0 190
../data/synthetic/polytime_cost/all_n/random_split_170_3_k90.txt 50.0 2094
../data/synthetic/polytime_cost/all_n/random_split_150_7_k50.txt 38.0 1856
../data/synthetic/polytime_cost/all_n/random_split_100_6_k90.txt 70.0 1347
../data/synthetic/polytime_cost/all_n/random_split_170_7_k90.txt 68.0 2312
../data/synthetic/polytime_cost/all_n/random_split_20_5_k40.txt 22.0 89
../data/synthetic/polytime_cost/all_n/random_split_170_6_k70.txt 56.0 2264
../data/synthetic/polytime_cost/all_n/random_split_180_1_k60.txt 32.0 2286
../data/synthetic/polytime_cost/all_n/random_split_70_5_k90.txt 63.0 1102
../data/synthetic/polytime_cost/all_n/random_split_20_3_k80.txt 22.0 61
../data/synthetic/polytime_cost/all_n/random_split_20_4_k20.txt 10.0 83
../data/synthetic/polytime_cost/all_n/random_split_150_4_k40.txt 21.0 2385
../data/synthetic/polytime_cost/all_n/random_split_90_7_k10.txt 4.0 931
../data/synthetic/polytime_cost/all_n/random_split_120_1_k50.txt 24.0 1615
../data/synthetic/polytime_cost/all_n/random_split_160_6_k30.txt 18.0 2449
../data/synthetic/polytime_cost/all_n/random_split_80_6_k90.txt 52.0 979
../data/synthetic/polytime_cost/all_n/random_split_130_6_k10.txt 10.0 1685
../data/synthetic/polytime_cost/all_n/random_split_90_4_k40.txt 19.0 1178
../data/synthetic/polytime_cost/all_n/random_split_10_5_k30.txt 5.0 49
../data/synthetic/polytime_cost/all_n/random_split_50_4_k90.txt 52.0 530
../data/synthetic/polytime_cost/all_n/random_split_120_8_k50.txt 34.0 1675
../data/synthetic/polytime_cost/all_n/random_split_100_7_k90.txt 73.0 1447
../data/synthetic/polytime_cost/all_n/random_split_30_8_k20.txt 13.0 162
../data/synthetic/polytime_cost/all_n/random_split_200_5_k40.txt 26.0 2907
../data/synthetic/polytime_cost/all_n/random_split_10_4_k30.txt 8.0 50
../data/synthetic/polytime_cost/all_n/random_split_90_6_k30.txt 17.0 1314
../data/synthetic/polytime_cost/all_n/random_split_150_5_k90.txt 62.0 1962
../data/synthetic/polytime_cost/all_n/random_split_90_7_k80.txt 57.0 1221
../data/synthetic/polytime_cost/all_n/random_split_100_1_k80.txt 43.0 1366
